Anketin Tarihi,Anket Şirketi,Örneklem,AKP,CHP,BBP,YRP,MHP,IYI,DEVA,GP,SP,DP,YSP,TIP,ZP,MP,TDP,BTP,Diger
15/08/2021,Yön09em,2000,"31,5","27,1","0,1",0,"8,2","14,7","1,7","0,6","1,1",0,"10,3",0,0,"0,6",0,0,"3,6"
29/08/2021,GRIStatistics,2000,"32,1","26,5","0,1",0.4,"7,3","15,6","3,8",1,"0,8",0,10,0,0,"1,3",0,0,"1,2"
23/08/2021,MetroPOLL,1717,"32,2","23,5","0,1",0,"11,3","14,6","0,9",0,"1,5",0,"12,4",0,0,"1,2",0,0,"2,4"
15/08/2021,Avrasya,2460,"28,3","26,6","0,1",0,"7,1","14,1","5,8","2,7","1,3",0,"9,6",0,0,"1,3",0,0,"3,2"
15/08/2021,Area,2000,"33,4","24,9","0,1",0,"9,1","15,4",0,0,0,0,"10,9",0,0,0,0,0,"6,4"
14/08/2021,MAK,5700,"33,9","22,7","0,1",0,"7,7","14,7","2,7","2,9","1,5",0,"8,4",0,0,0,0,0,"2,9"
15/08/2021,Avrasya,2000,"30,3","28,3","0,1",0,"7,2","13,9","4,5",2,"1,5",0,"9,9",0,0,0,0,0,"2,4"
15/08/2021,İEA,2000,"32,4","23,2","0,1",0,"7,5","16,8","2,3",1,"0,9",0,"11,4",0,0,0,0,0,"1,4"
8/3/2021,Aksoy,1067,"30,6","28,7","0,1",0,8,"13,3","2,6","1,7","0,8",0,"9,3",0,0,0,0,0,"4,8"
30/07/2021,Yön09em,3040,"34,6","28,4","0,1",0,"6,9","14,3","1,4","0,4","0,8",0,"9,2",0,0,"0,4",0,0,"3,6"
30/07/2021,Aksoy,2000,"32,2","27,7","0,1",0,"8,1","13,9","2,8","1,2","1,3",0,10,0,0,0,0,0,"2,8"
30/07/2021,Avrasya,2460,"29,4","25,9","0,1",0,"7,4","14,4","4,6","2,3","1,3",0,11,0,0,"1,1",0,0,"2,6"
30/07/2021,MetroPOLL,2000,"37,1","24,1","0,1",0,"9,2","12,9","1,1",0,"1,5",0,"12,3",0,0,0,0,0,"1,8"
15/07/2021,Area,2000,"35,2","23,7","0,1",0,10,"14,4","3,2",0,0,0,"10,1",0,0,0,0,0,"3,3"
15/07/2021,ORC,4520,"33,4",25,"0,1","0,8","9,8","12,5","2,2","2,9","1,3",0,8,0,0,"1,5",1,0,"1,6"
15/07/2021,Opti03,1726,"40,5",24,"0,1","0,3","10,6","9,9",0,0,0,0,"8,6",0,0,0,1,0,0
15/07/2021,İEA,2000,"35,5","23,2","0,1",0,"7,5","16,8","2,3",1,"0,9",0,"11,4",0,0,0,0,0,"1,4"
15/06/2021,Yöneylem,3848,"35,4",27,"0,1",0,"8,5","12,9","1,4","0,4",1,0,"10,4",0,0,0,0,0,3
15/06/2021,MetroPOLL,1740,"38,4","24,3","0,1",0,"6,8","13,5","1,6","0,9",2,0,"10,6",0,0,0,0,0,"1,9"
15/06/2021,Artıbir,1500,"31,4","27,5","0,1",0,"7,4","14,1",3,"1,9",1,0,"12,7",0,0,"0,2","0,1",0,"0,3"
15/06/2021,Avrasya,2000,"29,4","26,9","0,1","0,1","7,1",15,"4,5",2,"1,4",0,"11,1",0,0,"0,8","0,6",0,"1,1"
15/06/2021,Sosyo Politik,1008,"32,1","29,6","0,1",0,"7,1","13,8","3,2","1,3","0,2",0,"12,7",0,0,0,0,0,0
15/06/2021,MAK,2850,"34,3",23,"0,1",0,"8,4","13,6","2,2","2,8","1,8",0,"9,2",0,0,0,0,0,"3,6"
15/06/2021,Aksoy,1067,"31,6","27,5","0,1",0,"8,2","13,6","2,9",2,1,0,"9,6",0,0,0,0,0,"3,7"
15/06/2021,İEA,2000,"34,4","22,3","0,1",0,"9,5","16,2","2,2","0,9","0,8",0,"12,7",0,0,0,0,0,1
15/06/2021,ORC,8350,"33,9","25,3","0,1","0,7","10,4",12,"2,1","1,6","1,4",0,"8,1",0,0,"1,6","1,1",0,"1,8"
15/06/2021,Avrasya,2460,"29,5","26,9","0,1","0,2","8,3","14,7","4,1","1,5","1,2",0,11,0,0,0,0,0,"2,6"
15/06/2021,Remres,2853,34,"22,9","0,1",0,"9,9","13,8","2,7",1.7,"1,9",0,"9,6",0,0,"2,5",0,0,0
29/05/2021,PIAR,2411,"34,8","22,7","0,1",0,"10,2","14,8","2,2","1,2","1,2",0,"10,7",0,0,"1,5",0,0,"0,7"
15/05/2021,Area,2000,"35,1","23,1","0,1",0,"10,1","14,1","2,5",1,"1,3",0,"10,1",0,0,"1,7","1,1",0,"0,2"
15/05/2021,Aksoy,1067,"32,3","26,3","0,1",0,"9,1",13,"2,5","1,3","1,7",0,"9,9",0,0,0,0,0,"3,9"
28/05/2021,Avrasya,2480,"31,5","26,2","0,1",0,"7,9","13,1","2,5","2,1","1,3",0,"11,9",0,0,"1,6",0,0,"1,9"
9/5/2021,İEA,1506,"33,9","22,5","0,1",0,"8,6","15,8",3,"1,1","0,9",0,"11,9",0,0,0,0,0,"2,2"
15/05/2021,Aksoy,1067,"32,7","26,1","0,1",0,"10,2","12,6","2,4","1,9","1,3",0,"10,1",0,0,0,0,0,"2,7"
15/05/2021,Yön09em,3605,36,"26,7","0,1",0,"7,8","13,5","1,4","0,5","0,7",0,"10,2",0,0,0,0,0,"3,2"
15/04/2021,Avrasya,2000,32,"26,8","0,1",0,"7,5","13,6",3,3,"1,3",0,"11,3",0,0,0,0,0,"1,5"
15/04/2021,MetroPOLL,1719,"34,1",23,"0,1",0,11,"13,5","2,8","1,8",2,0,"10,6",0,0,0,0,0,"1,3"
15/04/2021,Area,2000,"34,4","25,3","0,1",0,"8,8","14,6","3,1",1,1,0,"10,3",0,0,0,0,0,"1,5"
15/04/2021,Objektif,20.000+,"33,7",26,"0,1",0,"7,2","13,6","2,9",3,"1,3",0,"10,7",0,0,0,0,0,"1,6"
15/04/2021,Avrasya,2000,"32,5","27,3","0,1",0,"7,6","13,1",3,3,"1,8",0,"10,1",0,0,0,0,0,"1,6"
15/04/2021,Aksoy,2000,"34,7","25,9","0,1",0,"8,3","12,8","2,2","1,7","1,2",0,"10,7",0,0,0,0,0,"2,4"
15/04/2021,İEA,1500,"36,1","23,3","0,1",0,"8,6","15,3","2,7","1,1","0,7",0,"11,3",0,0,0,0,0,"0,9"
15/04/2021,SAROS,2000,"37,2","20,6","0,1",0,"10,3","9,4","3,6","2,5","1,2",0,"12,9",0,0,0,0,0,"2,7"
15/03/2021,Yön09em,2000,"38,6","23,2","0,1",0,"8,7","12,6","1,9","0,6","0,8",0,"10,7",0,0,0,0,0,"2,9"
31/03/2021,Avrasya,2460,"33,2","26,8","0,1",0,"6,9","13,8","2,9","3,1","1,3",0,"9,7",0,0,0,0,0,"2,3"
15/03/2021,Area,2000,"35,1",24,"0,1",0,"9,4",14,"1,6","1,2","1,9",0,12,0,0,0,0,0,"0,7"
15/03/2021,MetroPOLL,1752,"38,2","23,3","0,1",0,"9,5","12,1","1,6",0,"1,2",0,"11,1",0,0,0,0,0,3
15/03/2021,Opti03,2000,"38,4","24,4","0,1","0,3","10,5","10,3","1,3","0,3","0,7",0,"11,5",0,0,0,"1,1",0,"1,5"
15/03/2021,Avrasya,2000,"34,4","26,2","0,1","0,2","7,2","13,9","2,7","2,8","0,8",0,"9,6",0,0,0,"0,9",0,"1,3"
15/03/2021,İEA,2000,"35,4",22,"0,1",0,"8,3","16,5","2,9","1,2","1,2",0,"11,3",0,0,0,0,0,"1,4"
15/03/2021,Yön09em,2000,"38,6","23,2","0,1",0,"8,7","12,6","1,9","0,6","0,8",0,"10,7",0,0,0,0,0,"2,9"
15/03/2021,Aksoy,2000,36,"26,3","0,1",0,"9,9","13,5","2,1","1,9","1,1",0,"8,7",0,0,0,0,0,"0,5"
15/03/2021,Avrasya,2000,"34,8","26,2","0,1","0,4",7,"13,1","2,5","2,7","0,7",0,"9,1",0,0,0,"1,6",0,"1,9"
15/03/2021,MetroPOLL,2000,"39,4","22,1","0,1",0,"9,1","12,1","1,9",0,"1,4",0,"11,3",0,0,0,0,0,"1,5"
15/03/2021,Area,2000,"36,1","24,1","0,1",0,10,14,"1,6","1,4","1,3",0,"10,1",0,0,0,"2,4",0,"1,9"
15/03/2021,Areda Survey,2486,"41,7","21,8","0,1",0,"11,6","10,3","1,8","0,4","0,8",0,"9,3",0,0,0,0,0,"2,4"
19/02/2021,ORC,3165,"36,8","22,3","0,1",0,"11,6","10,8","2,1","2,6","1,3",0,"8,2",0,0,0,0,0,"4,3"
15/03/2021,Aksoy,2400,"35,2","26,5","0,1",0,9,"12,9","2,5",1,"1,5",0,"9,9",0,0,0,0,0,"1,4"
10/2/2021,Avrasya,1160,"34,1","27,3","0,1",0,"7,5",14,"2,4","2,7","1,4",0,"10,1",0,0,0,0,0,"0,5"
15/03/2021,İEA,1500,"35,2","21,1","0,1",0,"9,6","15,6","3,8","1,7",1,0,"10,6",0,0,0,0,0,"1,4"
15/03/2021,SONAR,3200,"39,3","22,6","0,1",0,"10,5","13,1",0,0,"1,2",0,"10,2",0,0,0,0,0,"3,1"
15/01/2021,SAROS,2000,"37,6","20,9","0,1","0,2","10,6","9,9","1,9","1,6","1,2",0,"12,7",0,0,0,"0,6",0,"2,7"
15/01/2021,MetroPOLL,2000,"37,2",26,"0,1",0,"8,5","12,3","1,4","1,1","2,2",0,"9,8",0,0,0,0,0,"1,5"
27/01/2021,Avrasya,2184,"35,6","25,3","0,1",0,"8,1","13,4","2,9",3,"0,9",0,"10,5",0,0,0,0,0,"0,4"
15/01/2021,ADA,2000,"38,7","19,8","0,1",0,"9,6","11,5","2,5","1,8","1,2",0,"9,5",0,0,0,0,0,"5,4"
15/01/2021,Opti03,2089,"40,5","22,6","0,1","0,3","10,8",10,"1,6","0,5","0,9",0,"10,6",0,0,0,0,0,"2,1"
26/01/2021,MAK,2000,"35,6","24,9","0,1",0,"8,5","13,6","2,3","2,5","1,6",0,"8,9",0,0,0,0,0,"2,1"
10/1/2021,Avrasya,1460,35,25,"0,1",0,"9,5",13,"2,5","2,6","0,8",0,"10,7",0,0,0,0,0,"0,8"
15/01/2021,İEA,2000,"36,2","20,3","0,1",0,"9,1","16,7","3,6","1,3","0,6",0,"10,5",0,0,0,0,0,"1,7"
15/01/2021,KONDA,2000,40,22,"0,1",0,10,10,0,0,0,0,11,0,0,0,0,0,7
15/12/2020,Aksoy,2400,"34,8","27,2","0,1",0,9,"13,1","3,1","1,8","1,6",0,"8,9",0,0,0,0,0,"0,6"
15/12/2020,MetroPOLL,2000,"38,9","25,4","0,1",0,"7,6","11,3","2,2","1,7","0,8",0,"11,1",0,0,0,0,0,1
15/12/2020,Avrasya,2000,"33,3","26,6","0,1",0,10,"13,5","2,5","2,8","0,6",0,"10,5",0,0,0,0,0,0
15/12/2020,MAK,2850,37,"24,8","0,1",0,"8,8","12,5","2,2","2,5","1,5",0,"9,2",0,0,0,0,0,"1,5"
18/12/2020,Area,2000,"39,3","22,4","0,1",0,"10,5","8,5","3,1","0,7",1,0,"10,4",0,0,0,0,0,"1,3"
15/12/2020,Objektif,16000,34,"26,7","0,1",0,"11,2",11,"2,1","2,7","1,2",0,"10,5",0,0,0,0,0,"0,6"
15/12/2020,İEA,1500,"39,7","18,7","0,1",0,9,14,"4,2","1,1","0,7",0,"11,3",0,0,0,0,0,"1,3"
15/12/2020,Gezici,2000,"36,6","26,2","0,1",0,"8,8","9,6","6,6",0,0,0,"10,2",0,0,0,0,0,2
15/12/2020,Avrasya,2460,"33,2","26,4","0,1",0,"8,6","13,4","2,8","2,8","0,9",0,"11,5",0,0,0,0,0,"0,4"
12/11/2020,ORC,3820,"36,1","25,4","0,1",0,"12,7","10,4","1,9","2,5","1,1",0,"9,3",0,0,0,0,0,"0,6"
15/11/2020,KONDA,2000,37,22,"0,1",0,10,13,0,0,0,0,11,0,0,0,0,0,5
15/11/2020,MetroPOLL,2000,"41,3","22,4","0,1",0,"9,1","11,2","2,2","0,8","1,5",0,"10,4",0,0,0,0,0,"1,1"
15/11/2020,Area,2000,"36,2","23,7","0,1",0,9,"13,7","3,5","1,7","1,5",0,"10,4",0,0,0,0,0,"0,2"
15/11/2020,GENAR,3000,"42,1","22,8","0,1",0,"10,3","10,1",1,"0,6","1,7",0,"9,7",0,0,0,0,0,"1,1"
15/11/2020,İEA,1500,"37,5","20,1","0,1",0,"9,3","16,2","2,9","1,1","0,6",0,"11,3",0,0,0,0,0,1
15/10/2020,KONDA,2000,38,22,"0,1",0,11,9,0,0,0,0,11,0,0,0,0,0,8
15/10/2020,MetroPOLL,2000,"38,2","23,1","0,1",0,"10,6","11,5",2,"1,2","1,3",0,"11,4",0,0,0,0,0,"0,7"
15/10/2020,Area,2000,"37,7","23,8","0,1",0,11,"12,1","1,5","0,7","0,9",0,"11,6",0,0,0,0,0,"0,7"
15/10/2020,Avrasya,2460,"32,6","28,2","0,1",0,"8,9","12,7","3,2",2,"0,3",0,"11,6",0,0,0,0,0,"0,5"
15/10/2020,MAK,2850,38,"24,6","0,1",0,"8,7","11,6","2,3","2,4","1,4",0,"8,8",0,0,0,0,0,"2,2"
15/10/2020,Aksoy,2400,36,"24,9","0,1",0,"9,1","13,6","3,4","1,5","0,8",0,"9,5",0,0,0,0,0,"1,2"
15/10/2020,Opti03,2047,"41,1","23,8","0,1",0,"9,5","9,3","1,5",1,0,0,"10,5",0,0,0,0,0,"1,2"
15/10/2020,İEA,2000,"40,2",20,"0,1",0,"8,8","15,7","2,1",1,0,0,"11,4",0,0,0,0,0,"0,7"
15/09/2021,Yön09em,2000,"34,4","27,8","0,1",0,"8,6",11,3,"1,3","1,2",0,"11,8",0,0,0,0,0,"0,9"
15/09/2021,MetroPOLL,2000,"41,6","22,8","0,1",0,"9,4","11,3","1,3","0,9","1,5",0,"10,4",0,0,0,0,0,"0,9"
30/09/2020,Area,2000,40,"22,7","0,1",0,"10,2","12,4","1,3","1,1","1,1",0,"10,4",0,0,0,0,0,"0,8"
15/09/2020,Avrasya,2000,"37,3","27,2","0,1",0,"8,5","11,7","1,8",2,"0,5",0,"10,7",0,0,0,0,0,"0,3"
15/09/2020,MAK,2000,"38,6","24,1","0,1",0,"8,6",12,"2,2","2,3","1,3",0,"8,7",0,0,0,0,0,"2,2"
15/09/2020,İEA,2000,"43,3","22,3","0,1",0,"7,6","10,7","2,4","1,2","1,2",0,"10,4",0,0,0,0,0,"0,9"
27/08/2020,Avrasya,2460,"36,9","28,1","0,1",0,"7,1","11,4","2,7","2,6","0,4",0,"10,6",0,0,0,0,0,"0,2"
15/08/2020,MetroPOLL,2000,"39,5","26,8","0,1",0,"9,4","9,6",1,"0,9","1,8",0,"9,6",0,0,0,0,0,"1,5"
25/08/2020,Area,2000,38,"22,7","0,1",0,"10,8","11,5","1,7","1,3","1,8",0,"10,8",0,0,0,0,0,"1,3"
15/08/2020,SONAR,2000,"39,8","27,1","0,1",0,"11,3","10,4",0,0,0,0,"8,3",0,0,0,0,0,3
15/08/2020,Aksoy,2000,"38,3","26,1","0,1",0,"8,5","9,2","3,4","2,5","1,2",0,"9,6",0,0,0,0,0,"1,1"
15/08/2020,ORC,2000,"36,6","25,9","0,1",0,"14,1","8,1","2,3","1,6","0,8",0,"9,6",0,0,0,0,0,1
15/08/2020,Artıbir,2000,"39,5","26,8","0,1",0,"9,4","9,6",1,"0,9","1,8",0,"9,6",0,0,0,0,0,"1,5"
15/08/2020,Avrasya,2000,35,"28,4","0,1",0,"7,4","12,4","2,2","2,3",0,0,"11,7",0,0,0,0,0,"0,6"
15/08/2020,MetroPOLL,2000,"42,1",26,"0,1",0,"7,6","8,7","1,6","2,5",1,0,"10,1",0,0,0,0,0,"0,3"
27/07/2020,Area,2000,"39,1","24,4","0,1",0,8,"10,1","2,7","2,2","1,2",0,"10,3",0,0,0,0,0,"1,9"
15/06/2020,ORC,5356,"37,3","26,2","0,1",0,13,"6,8","2,6","1,7","1,1",0,"10,4",0,0,0,0,0,"0,9"
15/07/2020,Opti03,2000,"41,5","22,9","0,1",0,"10,1","8,5","1,3","1,3",0,0,"10,5",0,0,0,0,0,"3,9"
15/07/2020,GENAR,2000,"45,4","23,5","0,1",0,"8,3","9,8",0,0,0,0,"10,3",0,0,0,0,0,"2,7"
30/06/2022,İEA,1514,"40,7","20,8","0,1",0,"10,6","10,3","2,7","0,9","1,1",0,"11,7",0,0,0,0,0,"1,1"
27/06/2020,Area,2000,37,"24,6","0,1",0,"10,1",11,"3,3","1,2","1,2",0,"10,5",0,0,0,0,0,"1,1"
15/06/2020,MetroPOLL,2000,"37,2","29,5","0,1",0,"7,6","8,6","2,3","1,7","1,2",0,"10,9",0,0,0,0,0,1
14/06/2020,Sosyo Politik,2000,"35,1","24,1","0,1",0,9,"8,2",6,"4,2","1,6",0,"11,8",0,0,0,0,0,0
15/06/2020,MAK,2000,"35,5","25,3","0,1",0,"10,8",11,"2,8","2,9","1,2",0,"9,3",0,0,0,0,0,"1,2"
12/6/2020,Avrasya,1410,"35,1",28,"0,1",0,"7,1","12,1",3,"2,4",0,0,12,0,0,0,0,0,"0,3"
15/06/2020,İEA,1537,39,"20,5","0,1",0,"11,3","11,7","1,6","0,6","1,3",0,"13,7",0,0,0,0,0,0
15/05/2020,MetroPOLL,2000,"38,5","27,1","0,1",0,"9,1","9,6","1,6","1,6","0,9",0,"10,5",0,0,0,0,0,0
15/05/2020,Area,2000,39,"24,5","0,1",0,8,12,"2,6","1,4","1,9",0,10,0,0,0,0,0,"0,6"
23/05/2020,Avrasya,2000,"34,5","30,6","0,1",0,"8,1","10,2",3,"2,3","0,5",0,"10,4",0,0,0,0,0,0
15/05/2020,Opti03,2000,"42,8","23,4","0,1",0,"10,2","9,1",1,"1,3",0,0,"9,5",0,0,0,0,0,0
15/05/2020,MAK,2000,"37,4","25,3","0,1",0,"10,7","10,9","1,7","2,4",0,0,"9,4",0,0,0,0,0,"2,2"
15/05/2020,ORC,2000,"38,4","25,6","0,1",0,"14,1","6,4",1,"1,9","1,1",0,"10,3",0,0,0,0,0,"1,2"
28/04/2020,Avrasya,2000,34,"28,4","0,1",0,9,"11,7","2,7","2,5","0,5",0,"11,1",0,0,0,0,0,"0,2"
15/04/2020,MetroPOLL,2000,"42,4","24,6","0,1",0,10,"9,8","2,1","0,7","0,7",0,"9,1",0,0,0,0,0,"0,6"
15/04/2020,İEA,2000,"38,7","22,8","0,1",0,"13,2","10,5","0,3","0,5","1,2",0,12,0,0,0,0,0,"0,8"
15/03/2020,MetroPOLL,2000,"44,1","23,1","0,1",0,"9,3","8,4","1,4","1,2","1,7",0,"9,8",0,0,0,0,0,1
15/03/2020,Artıbir,2000,"35,4","30,1","0,1",0,10,"10,5",0,"1,3","1,6",0,"10,1",0,0,0,0,0,1
6/3/2020,ADA,1366,"38,3","22,6","0,1",0,"11,2","10,5","3,4",2,"1,3",0,"9,7",0,0,0,0,0,1
15/03/2020,Area,2000,"38,1","24,4","0,1",0,"11,1","10,7",0,0,0,0,"11,6",0,0,0,0,0,"4,1"
15/03/2020,Artıbir,2000,"37,4","28,9","0,1",0,"9,9","10,5",0,"1,3","1,1",0,"10,1",0,0,0,0,0,"0,8"
15/03/2020,MetroPOLL,2000,40,"25,5","0,1",0,"10,1","8,3",0,"1,2","1,2",0,"12,1",0,0,0,0,0,"2,4"
15/03/2020,İEA,2000,"39,7","25,1","0,1",0,"9,2","10,8",0,0,"0,3",0,"10,5",0,0,0,0,0,"3,3"
15/03/2020,Themis,2000,38,"29,3","0,1",0,10,"7,3",0,"0,7","3,3",0,8,0,0,0,0,0,"3,3"
27/01/2020,Area,2202,"36,2","24,8","0,1",0,"11,3","11,1",0,0,0,0,"12,9",0,0,0,0,0,"3,8"
15/01/2020,İEA,2000,"38,5","22,1","0,1",0,"9,3",10,0,0,"1,3",0,13,0,0,0,0,0,"4,7"
9/1/2020,Artıbir,1500,38,"27,3","0,1",0,"11,3","10,1",0,"2,3","1,6",0,"8,5",0,0,0,0,0,"0,9"
31/12/2019,ORC,2980,"36,1","27,1","0,1",0,"16,3","4,9",0,"2,2","0,9",0,"9,3",0,0,0,0,0,"3,3"
12/1/2019,TEAM,9281,"35,9","26,3","0,1",0,11,"9,1",0,"1,2","1,4",0,"11,4",0,0,0,0,0,"3,7"
15/12/2019,Public Status,4150,43,"24,9","0,1",0,12,"7,7",0,"0,2",0,0,10,0,0,0,0,0,"1,7"
15/12/2019,Opti03,2000,42,"22,6","0,1",0,"10,1","8,5",0,"0,6","1,1",0,"12,4",0,0,0,0,0,"2,2"
15/12/2019,AREA,2000,"38,3","25,8","0,1",0,"10,6","10,6",0,0,0,0,"10,5",0,0,0,0,0,"4,2"
15/12/2019,MetroPOLL,2000,41,"24,8","0,1",0,"9,8","8,3",0,2,"0,8",0,11,0,0,0,0,0,"2,3"
15/12/2019,MAK,2000,38,"24,9","0,1",0,"11,9","11,7",0,0,"1,2",0,"9,9",0,0,0,0,0,"4,4"
15/12/2019,KHAS,2000,"40,2",33,"0,1",0,"8,3","8,1",0,0,0,0,"9,2",0,0,0,0,0,"1,2"
15/12/2019,IEA,2000,"40,1","24,9","0,1",0,"8,6",10,0,0,0,0,"11,6",0,0,0,0,0,"4,6"
24/11/2019,Piar,2000,"31,9","24,7","0,1",0,"10,6",9,0,0,"1,7",0,"10,2",0,0,0,0,0,"11,9"
12/12/2019,ORC,4156,"36,6","28,9","0,1",0,"17,2","3,9",0,0,"1,5",0,"9,5",0,0,0,0,0,"2,3"
15/11/2019,MetroPOLL,2000,42,24,"0,1",0,11,"9,6",0,0,"0,9",0,"12,2",0,0,0,0,0,"0,3"
15/11/2019,AREA,2000,"38,3","23,3","0,1",0,"11,8","10,5",0,0,0,0,"12,6",0,0,0,0,0,"3,5"
15/11/2019,KONDA,2000,40,"23,1","0,1",0,"12,9",9,0,0,0,0,"13,6",0,0,0,0,0,"1,4"
15/11/2019,İEA,2000,38,"26,1","0,1",0,"11,6","10,2",0,0,0,0,"11,1",0,0,0,0,0,"2,9"
15/11/2019,Sosyo Politik,1937,"38,3","27,7","0,1",0,"7,8","4,8",0,0,"0,9",0,"10,3",0,0,0,0,0,"3,9"
15/10/2019,ADA,1700,"41,9","21,3","0,1",0,"8,4","7,5",0,0,"2,3",0,"7,5",0,0,0,0,0,"9,2"
15/10/2019,İEA,2000,"40,2","24,8","0,1",0,"8,2","10,3",0,0,0,0,"13,7",0,0,0,0,0,"3,3"
15/10/2019,GENAR,2000,40,26,"0,1",0,"11,5","7,5",0,0,0,0,11,0,0,0,0,0,4
15/10/2019,AREA,2000,37,"24,1","0,1",0,"11,4","10,8",0,0,0,0,"12,4",0,0,0,0,0,"4,2"
15/10/2019,MetroPOLL,2000,"43,2","23,4","0,1",0,"11,9","9,3",0,0,"1,1",0,"10,7",0,0,0,0,0,"0,4"
15/10/2019,Polimetre,2000,"37,3","25,9","0,1",0,"9,9","11,5",0,0,"1,5",0,"13,1",0,0,0,0,0,"0,8"
15/09/2019,Opti03,1708,"40,5","26,7","0,1",0,"10,9",9,0,0,2,0,"9,3",0,0,0,0,0,"1,7"
15/09/2019,ORC,2000,"35,7","30,9","0,1",0,"16,6","4,5",0,0,2,0,"9,4",0,0,0,0,0,0
15/09/2019,"AR0,0G",2000,"37,8","28,4","0,1",0,"11,1","7,7",0,0,"1,2",0,"9,2",0,0,0,0,0,"4,6"
15/09/2019,MetroPOLL,2000,"40,2","24,5","0,1",0,"10,7","10,5",0,0,"1,6",0,12,0,0,0,0,0,"0,4"
15/08/2019,ADA,2000,"37,5","22,8","0,1",0,"9,5",7,0,0,"0,9",0,9,0,0,0,0,0,"13,3"
15/08/2019,N/S,2000,39,27,"0,1",0,"9,9","10,1",0,0,0,0,11,0,0,0,0,0,3
15/08/2019,SAROS,2000,"38,6","24,7","0,1",0,"10,5","10,8",0,0,0,0,"13,5",0,0,0,0,0,"1,9"
11/7/2019,Piar,2460,"36,7","29,1","0,1",0,"10,8","9,1",0,0,"1,6",0,"12,2",0,0,0,0,0,"0,5"
31/03/2019,Yerel seçimler,46263775,"42,3","30,1","0,1",0,"7,3","7,4",0,0,"2,7",0,"4,2",0,0,0,0,0,"6,6"
15/03/2019,Area,2000,"37,5","25,8","0,1",0,"9,6","13,2",0,0,0,0,"12,1",0,0,0,0,0,"1,7"
19/01/2019,Piar,9298,35,"25,9","0,1",0,"13,6","12,1",0,0,0,0,11,0,0,0,0,0,"2,4"
15/01/2019,Area,2000,"37,1","25,2","0,1",0,"11,6","12,3",0,0,0,0,"12,2",0,0,0,0,0,"1,7"
1/3/2019,Opti03,2523,"45,5","28,6","0,1",0,"7,6","7,7",0,0,"1,4",0,"7,6",0,0,0,0,0,"1,6"
24/06/2018,Genel seçimler,50137175,"42,56","22,65","0,1",0,"11,1","9,96",0,0,"1,34",0,"11,7",0,0,0,0,0,"0,69"
